case_id,input,issue_category,system,meter_type,meter_model,error_code,support_level,missing_information,resolution,resolution_source
26763,"Title: Sheraton Sharm - PF Update
Tags: PI; Sheraton Sharm; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26762,"Title: Light Power - Inquiry about settlement details
Tags: CI; Lightpower; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26761,"Title: Relantecs - Error IC-0121
Tags: CI; Hardware; PWM; Relantecs",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26760,"Title: Relantecs - Error IC-0121
Tags: CI; Hardware; PWM; Relantecs",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26757,"Title: Light Power - Browser update blocking software
Tags: Lightpower; PI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26755,"Title: Red Carpet- Rev Water in PWM
Tags: Hardware; PI; PWM; red carpet",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26754,"Title: Elbostan- Error when writing data to card
Tags: CI; ElBostan; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26753,"Title: Summer Internship Mentorship
Tags: Inquiry; training",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26752,"Title: Korra - Charge Difference Settlement Inquiry
Tags: CI; Inquiry; Korra; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26751,"Title: Roaya - Energy360 Application not working
Tags: 360 API; CI; roaya; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26750,"Title: New Giza - Deleting a Settlement
Tags: CI; New giza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26749,"Title: New Giza - Deleting Meters from Biling
Tags: CI; New giza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26748,"Title: Ecklat - Error A3
Tags: CI; Ecklat; Hardware; PEM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26747,"Title: ElAbd - Inquiry about CT MT514 meters
Tags: CI; ElAbd; Hardware; PEM",Software|Hardware,Unknown,Unknown,MT514,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact error code or error message,Not available from verified source data.,none
26746,"Title: MG - Wrong URL Issue
Tags: CI; MG; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26745,"Title: Korra - Changing Tariff
Tags: CI; Korra; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26743,"Title: Caribbeano - Issuing Tariff Card
Tags: Caribbeano; CI; SMS; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26742,"Title: Caribbeano - Changing Tariff
Tags: Caribbeano; CI; SMS; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26741,"Title: New Giza - Addng a meter to new user inquiry
Tags: CI; New giza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26740,"Title: EPower: Acquiring Schema of IE5 Meter
Tags: CI; Epower; Software; Symbiot",Software,Symbiot,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26739,"Title: EPower: Reset Meter From Database
Tags: aqua; CI; Epower; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26734,"Title: Emdad - Can read card in charging tab and card socket error
Tags: CI; Emdad; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26733,"Title: Capital Galleria: Installing Power Factor
Tags: Capital Galleria; CI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26732,"Title: EPower: Changing number of Meter Digits
Tags: CI; Epower; Hardware; SEM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26731,"Title: UEDC - Error 91
Tags: CI; Hardware; PEM; UEDC",Hardware,Unknown,Unknown,Unknown,91,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model,Not available from verified source data.,none
26730,"Title: UEDC - Error 101
Tags: CI; Hardware; PEM; UEDC",Hardware,Unknown,Unknown,Unknown,101,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model,Not available from verified source data.,none
26729,"Title: New Giza - Removing Meter from a Customer
Tags: New giza; PI; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26728,"Title: Travco: Checking Meter Consumption
Tags: CI; Smart; Software; Travco",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26727,"Title: Korra - Deleting Settlements from Database
Tags: CI; Korra; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26726,"Title: ElAbd - Meter gives used and balance is not credited on meter
Tags: CI; ElAbd; Hardware; PEM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26725,"Title: ElAbd - Meter does not respond to customer card
Tags: CI; ElAbd; Hardware; PEM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26724,"Title: UEDC - Meter Pages shows null value
Tags: CI; Hardware; PEM; UEDC
History: check firmware pages from turning off the meter and then starting it again the first page shows the firmware number.",Hardware|Firmware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,check firmware pages from turning off the meter and then starting it again the first page shows the firmware number.,history
26723,"Title: UEDC - Meter disconnects on low current
Tags: CI; Hardware; PEM; UEDC",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26722,"Title: Korra - Meters Charges exceeds system charges
Tags: CI; Korra; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26721,"Title: New Giza - Deleing Meters from Billing
Tags: CI; New giza; Smart; Software",Software,Billing,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26720,"Title: New Giza - Invoice Issue
Tags: CI; New giza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
26719,"Title: Roaya - Inactive Meter
Tags: CI; roaya; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
